Timestamp,xAxis,yAxis,zAxis
1715609519.1989253,339,395,328
1715609519.1999354,330,396,331
1715609519.2029316,333,395,330
1715609519.2029316,341,392,317
1715609519.2029316,349,391,311
1715609519.20693,345,392,313
1715609519.20693,339,395,326
1715609519.20693,330,396,330
1715609519.20693,333,395,330
1715609519.211442,341,392,317
1715609519.211442,348,391,311
1715609519.211442,345,392,313
1715609519.211442,339,396,325
1715609519.215446,330,397,330
1715609519.215446,333,396,330
1715609519.215446,341,392,317
1715609519.215446,348,391,311
1715609519.2190423,345,392,313
1715609519.2200856,339,395,326
1715609519.2200856,330,396,330
1715609519.2230802,332,395,330
1715609519.2230802,340,392,318
1715609519.2240536,348,391,311
1715609519.2240536,345,392,312
1715609519.2270803,339,395,325
1715609519.2270803,330,396,330
1715609519.2270803,333,395,330
1715609519.2270803,341,392,318
1715609519.2316294,348,391,312
1715609519.2316294,346,391,312
1715609519.2326002,339,395,325
1715609519.2355988,330,396,330
1715609519.2355988,332,396,330
1715609519.2365983,340,392,318
1715609519.2365983,348,391,312
1715609519.240111,345,392,312
1715609519.240111,339,395,324
1715609519.240111,331,396,330
1715609519.240111,332,396,331
1715609519.244117,340,393,318
1715609519.244117,348,391,311
1715609519.244117,346,391,312
1715609519.244117,340,395,324
1715609519.2481186,331,396,330
1715609519.2486236,332,396,331
1715609519.2486236,340,393,319
1715609519.251637,348,391,312
1715609519.2526376,346,391,312
1715609519.2526376,340,395,324
1715609519.2526376,331,397,330
1715609519.255637,332,396,331
1715609519.2566373,339,393,319
1715609519.2566373,348,391,312
1715609519.2566373,346,392,312
1715609519.2601492,340,395,323
1715609519.2601492,331,396,330
1715609519.2611485,332,396,331
1715609519.2641592,339,393,319
1715609519.2651734,349,391,311
1715609519.2651734,347,391,311
1715609519.2651734,340,394,322
1715609519.2686706,331,396,329
1715609519.2686706,332,396,331
1715609519.2686706,339,393,319
1715609519.2686706,348,391,311
1715609519.2726817,347,392,311
1715609519.2726817,340,395,323
1715609519.2726817,332,397,330
1715609519.2766778,332,396,332
1715609519.2766778,338,393,320
1715609519.2766778,348,391,312
1715609519.2766778,346,391,311
1715609519.2811973,340,394,322
1715609519.2811973,331,397,330
1715609519.2811973,331,396,332
1715609519.2821946,338,393,321
1715609519.285195,348,391,312
1715609519.285195,346,391,311
1715609519.2861955,341,395,323
1715609519.2861955,332,397,330
1715609519.2892056,331,396,332
1715609519.2892056,338,393,320
1715609519.2902143,347,391,312
1715609519.2932217,347,391,311
1715609519.2932217,341,394,321
1715609519.2932217,332,397,330
1715609519.2932217,331,397,332
1715609519.2972553,338,393,321
1715609519.2972553,347,391,312
1715609519.2972553,347,391,311
1715609519.298222,341,394,322
1715609519.3013449,333,398,331
1715609519.3013449,331,396,332
1715609519.3013449,338,393,321
1715609519.3043213,347,391,312
1715609519.3058326,347,391,310
1715609519.3058326,341,394,321
1715609519.3063834,333,397,329
1715609519.3097203,331,396,331
1715609519.310227,338,393,322
1715609519.310366,346,391,313
1715609519.310366,346,391,311
1715609519.3131921,341,395,321
1715609519.3142016,333,397,330
1715609519.3142016,331,396,332
1715609519.317199,338,393,323
1715609519.317199,347,391,313
1715609519.3182013,347,391,312
1715609519.3182013,341,394,321
1715609519.3217187,333,397,329
1715609519.3217187,331,396,332
1715609519.3217187,337,393,324
1715609519.3227234,347,391,312
1715609519.3261106,347,391,311
1715609519.3270733,341,394,320
1715609519.3270733,333,397,329
1715609519.3270733,332,397,332
1715609519.330138,337,394,322
1715609519.330138,346,391,312
1715609519.330138,347,391,311
1715609519.334136,341,394,320
1715609519.334136,333,397,329
1715609519.334136,331,396,332
1715609519.334136,337,394,323
1715609519.3381364,346,391,312
1715609519.3381364,348,391,311
1715609519.3381364,341,394,320
1715609519.3381364,333,397,329
1715609519.342546,331,397,332
1715609519.342546,337,394,324
1715609519.342546,346,391,312
1715609519.3465447,348,391,311
1715609519.3465447,341,394,319
1715609519.3465447,334,396,329
1715609519.3465447,331,396,332
1715609519.3500314,336,394,324
1715609519.3500314,346,391,312
1715609519.351031,349,391,311
1715609519.351031,342,394,319
1715609519.3545475,334,396,329
1715609519.3545475,331,397,331
1715609519.3545475,336,394,324
1715609519.3585513,345,391,312
1715609519.35906,349,391,310
1715609519.35906,342,394,318
1715609519.35906,334,397,329
1715609519.3620675,330,397,332
1715609519.3630662,336,394,325
1715609519.3630662,345,391,312
1715609519.3630662,349,390,310
1715609519.367067,342,393,317
1715609519.367067,335,396,328
1715609519.367067,330,397,331
1715609519.367067,336,394,325
1715609519.370584,345,391,312
1715609519.370584,349,391,310
1715609519.3715837,342,393,316
1715609519.3745844,335,396,328
1715609519.3745844,330,396,332
1715609519.3756003,336,394,326
1715609519.3756003,345,392,313
1715609519.3790967,349,391,311
1715609519.3790967,343,393,317
1715609519.3790967,336,397,329
1715609519.3800957,330,396,331
1715609519.3830972,335,394,326
1715609519.3830972,345,391,313
1715609519.3840961,349,390,310
1715609519.3870957,343,393,317
1715609519.3870957,336,396,329
1715609519.3870957,330,396,332
1715609519.3880954,336,394,326
1715609519.3917673,344,391,313
1715609519.3917673,349,391,311
1715609519.3917673,342,393,317
1715609519.3917673,335,396,328
1715609519.395872,330,396,331
1715609519.395872,335,394,328
1715609519.395872,344,391,314
1715609519.395872,349,391,311
1715609519.3999736,343,393,316
1715609519.3999736,336,396,328
1715609519.3999736,330,396,331
1715609519.4039412,335,394,326
1715609519.4039412,343,391,313
1715609519.4039412,348,391,312
1715609519.4048846,343,393,316
1715609519.4069412,336,396,329
1715609519.408573,330,396,331
1715609519.408573,335,394,327
1715609519.408573,343,391,313
1715609519.4124584,348,391,311
1715609519.4124584,343,393,317
1715609519.4124584,337,396,328
1715609519.4163792,330,397,331
1715609519.4163792,335,395,327
1715609519.4163792,343,391,314
1715609519.4163792,349,392,312
1715609519.4202962,343,393,316
1715609519.4202962,337,396,327
1715609519.4202962,330,397,330
1715609519.4202962,335,395,327
1715609519.4245756,343,392,314
1715609519.4245756,348,391,311
1715609519.4245756,343,393,315
1715609519.4282143,337,396,327
1715609519.4282143,330,397,330
1715609519.4282143,335,395,328
1715609519.4282143,342,392,314
1715609519.4324045,348,391,312
1715609519.4324045,343,393,315
1715609519.4332178,337,396,327
1715609519.4332178,330,397,331
1715609519.4361877,334,395,329
1715609519.4371858,342,392,314
1715609519.4371858,348,391,312
1715609519.4371858,343,393,315
1715609519.440736,338,396,327
1715609519.440736,330,397,330
1715609519.440736,334,395,329
1715609519.4447393,341,391,315
1715609519.4447393,348,391,312
1715609519.4447393,343,392,314
1715609519.4447393,337,395,326
1715609519.448993,330,396,330
1715609519.448993,334,395,329
1715609519.448993,341,392,315
1715609519.448993,349,391,312
1715609519.4524887,343,392,314
1715609519.4534562,337,396,326
1715609519.4534562,330,397,330
1715609519.4564853,334,395,330
1715609519.4574573,341,393,316
1715609519.4574573,349,391,312
1715609519.4574573,344,392,314
1715609519.4610586,338,395,326
1715609519.4610586,330,396,330
1715609519.4610586,333,395,329
1715609519.4610586,341,392,316
1715609519.465311,349,391,312
1715609519.465311,345,392,313
1715609519.465311,338,396,326
1715609519.4688182,330,397,330
1715609519.4698257,333,396,330
1715609519.4698257,341,392,316
1715609519.4698257,349,391,312
1715609519.4728534,344,392,313
1715609519.473825,338,395,325
1715609519.473825,330,397,330
1715609519.473825,333,396,330
1715609519.476854,341,392,317
1715609519.476854,349,391,312
1715609519.476854,345,392,313
1715609519.476854,338,395,325
1715609519.4814267,330,396,330
1715609519.4814267,333,396,330
1715609519.4824169,340,392,317
1715609519.4854305,349,391,312
1715609519.4854305,346,392,313
1715609519.4854305,339,395,325
1715609519.486429,331,397,330
1715609519.4894683,333,396,330
1715609519.4894683,340,392,317
1715609519.490474,349,392,312
1715609519.490474,345,392,312
1715609519.4935048,339,395,324
1715609519.4945092,330,397,329
1715609519.4945092,333,396,330
1715609519.497476,340,392,317
1715609519.4984756,348,391,312
1715609519.4984756,345,391,312
1715609519.4984756,339,395,324
1715609519.5028105,330,396,330
1715609519.5028105,332,396,330
1715609519.5028105,340,392,318
1715609519.5028105,348,390,312
1715609519.5069666,346,391,312
1715609519.5069666,339,395,324
1715609519.5069666,331,396,330
1715609519.5069666,333,396,330
1715609519.5104425,340,393,319
1715609519.5104425,349,390,311
1715609519.5104425,346,391,313
1715609519.5146468,336,396,327
1715609519.5146468,331,396,326
1715609519.5146468,341,393,321
1715609519.5146468,342,392,319
1715609519.5185223,340,393,319
1715609519.5185223,339,395,322
1715609519.519451,338,396,323
1715609519.519451,339,394,322
1715609519.5224354,340,392,320
1715609519.5234146,340,393,319
1715609519.5234146,340,394,321
1715609519.5268097,338,394,321
1715609519.5268097,340,394,322
1715609519.5268097,339,393,321
1715609519.5268097,339,393,320
1715609519.5303419,340,394,320
1715609519.5313406,339,394,320
1715609519.5313406,339,394,321
1715609519.5313406,339,394,321
1715609519.5350587,339,394,320
1715609519.5354183,339,394,320
1715609519.5354183,340,394,320
1715609519.5390875,339,394,320
1715609519.5390875,339,394,321
1715609519.5390875,339,394,321
1715609519.5390875,339,394,321
1715609519.5431094,339,394,321
1715609519.5431094,339,394,320
1715609519.5431094,339,394,320
1715609519.5431094,340,394,320
1715609519.547343,340,394,321
1715609519.547343,340,394,321
1715609519.547343,340,393,321
1715609519.547343,340,394,321
1715609519.551471,339,394,320
1715609519.551471,340,394,321
1715609519.551471,340,394,320
1715609519.5558085,339,394,321
1715609519.5558085,339,395,322
1715609519.5558085,339,393,321
1715609519.5563972,339,394,321
1715609519.5594134,339,394,321
1715609519.5603714,339,394,321
1715609519.5603714,340,394,321
1715609519.5603714,339,393,321
1715609519.5633948,339,393,321
1715609519.5633948,339,394,321
1715609519.5633948,339,393,321
1715609519.5673943,339,393,321
1715609519.5673943,339,393,320
1715609519.5673943,339,395,321
1715609519.5683658,339,394,320
1715609519.5719461,339,394,320
1715609519.5719461,339,394,320
1715609519.5719461,339,394,321
1715609519.5719461,339,394,321
1715609519.575916,339,394,321
1715609519.575916,339,394,320
1715609519.575916,339,394,320
1715609519.5795202,339,394,321
1715609519.5795202,339,394,321
1715609519.5805223,339,394,321
1715609519.5805223,339,394,321
1715609519.5835588,339,394,321
1715609519.5835588,340,394,321
1715609519.5845642,339,394,321
1715609519.5845642,339,394,321
1715609519.5875592,340,394,321
1715609519.588561,339,394,321
1715609519.588561,339,394,321
1715609519.588561,339,394,321
1715609519.5926876,339,394,321
1715609519.5926876,340,394,321
1715609519.5926876,339,394,321
1715609519.596789,339,394,321
1715609519.596789,340,394,321
1715609519.596789,340,394,321
1715609519.596789,339,394,321
1715609519.6004748,339,394,321
1715609519.6004748,339,394,321
1715609519.6004748,340,394,321
1715609519.601472,339,394,321
1715609519.605019,339,394,320
1715609519.605019,340,394,321
1715609519.605019,339,394,320
1715609519.6085882,339,394,321
1715609519.6094763,339,394,321
1715609519.6094763,339,394,321
1715609519.6094763,340,394,320
1715609519.613184,340,394,321
1715609519.613184,339,394,321
1715609519.613184,340,394,321
1715609519.613184,339,394,320
1715609519.6172774,339,394,321
1715609519.6172774,339,393,321
1715609519.6172774,340,394,321
1715609519.6172774,340,394,321
1715609519.6205723,339,394,321
1715609519.6215677,339,394,321
1715609519.6215677,339,394,320
1715609519.625387,340,395,321
1715609519.625387,340,393,320
1715609519.625387,340,393,321
1715609519.625387,340,394,321
1715609519.6295366,339,393,321
1715609519.6295366,340,393,321
1715609519.6295366,339,394,321
1715609519.6295366,340,394,321
1715609519.63369,339,393,321
1715609519.63369,339,393,321
1715609519.63369,339,394,321
1715609519.6384163,339,394,320
1715609519.6384163,339,394,320
1715609519.6391435,339,394,321
1715609519.6391435,339,393,320
1715609519.6417499,339,395,321
1715609519.6417499,339,393,320
1715609519.6417499,339,393,321
1715609519.6417499,339,393,320
1715609519.6460004,339,394,320
1715609519.6460004,339,395,321
1715609519.6460004,339,394,320
1715609519.649778,339,394,320
1715609519.649778,339,394,320
1715609519.6506042,339,394,320
1715609519.6506042,339,394,320
1715609519.6545954,339,394,320
1715609519.6545954,339,394,321
1715609519.6545954,339,394,322
1715609519.6545954,339,394,321
1715609519.657822,339,394,320
1715609519.658437,339,394,321
1715609519.658437,340,394,321
1715609519.658437,339,394,321
1715609519.6621408,339,394,320
1715609519.6621408,339,393,320
1715609519.6621408,340,393,321
1715609519.6668658,340,393,321
1715609519.6668658,340,393,321
1715609519.6668658,339,394,320
1715609519.6668658,339,394,320
1715609519.6703997,340,394,321
1715609519.6703997,340,394,320
1715609519.6703997,340,394,320
1715609519.6703997,340,394,321
1715609519.6748607,339,394,321
1715609519.6748607,340,394,320
1715609519.6748607,339,393,320
1715609519.6784282,340,393,321
1715609519.6784282,340,394,321
1715609519.6784282,340,394,321
1715609519.6784282,340,393,321
1715609519.6827142,340,393,321
1715609519.6827142,339,394,322
1715609519.6827142,339,394,321
1715609519.6827142,340,394,321
1715609519.6869729,340,393,320
1715609519.6869729,340,393,320
1715609519.6869729,339,394,320
1715609519.6913738,339,394,320
1715609519.6913738,339,393,320
1715609519.6913738,339,394,320
1715609519.6913738,339,393,321
1715609519.6954627,339,394,320
1715609519.6954627,340,394,320
1715609519.6954627,340,394,320
1715609519.6954627,339,393,320
1715609519.698908,340,394,320
1715609519.698908,340,393,320
1715609519.698908,340,393,321
1715609519.698908,340,394,321
1715609519.7031906,339,393,320
1715609519.7031906,341,394,321
1715609519.7031906,339,393,321
1715609519.7078469,339,394,321
1715609519.7082634,339,394,321
1715609519.7082634,339,394,321
1715609519.7082634,339,394,320
1715609519.7117958,339,394,320
1715609519.7117958,339,394,321
1715609519.7117958,339,394,321
1715609519.7117958,340,394,320
1715609519.7153857,341,394,319
1715609519.7153857,339,393,320
1715609519.7153857,338,395,323
1715609519.7197387,338,395,322
1715609519.7197387,340,394,321
1715609519.7197387,341,393,319
1715609519.720549,341,392,317
1715609519.7237318,339,393,320
1715609519.7237318,338,395,323
1715609519.7237318,338,395,324
1715609519.7237318,339,394,322
1715609519.7267478,341,393,319
1715609519.7267478,342,393,321
1715609519.7284186,339,394,321
1715609519.7284186,338,394,321
1715609519.7323017,340,394,322
1715609519.7323017,340,392,321
1715609519.7323017,340,393,320
1715609519.7360315,340,394,321
1715609519.7360315,339,395,322
1715609519.7360315,339,394,321
1715609519.7360315,340,393,320
1715609519.739784,340,393,320
1715609519.739784,339,394,321
1715609519.7408035,339,393,320
1715609519.7408035,339,393,321
1715609519.744701,340,393,320
1715609519.744701,340,394,320
1715609519.744701,339,394,320
1715609519.7468786,339,393,320
1715609519.7483902,340,393,321
1715609519.7483902,339,394,322
1715609519.7483902,339,394,321
1715609519.7514017,340,394,322
1715609519.7524014,340,394,320
1715609519.7524014,339,394,321
1715609519.7524014,339,394,320
1715609519.756397,339,394,320
1715609519.756397,339,394,321
1715609519.756397,339,393,320
1715609519.759404,339,394,320
1715609519.760404,339,394,320
1715609519.760404,340,394,320
1715609519.760404,340,394,320
1715609519.764412,339,394,321
1715609519.764412,340,393,321
1715609519.764412,339,393,321
1715609519.764412,339,394,320
1715609519.7684076,339,394,320
1715609519.7684076,340,394,320
1715609519.7689106,339,394,320
1715609519.7689106,339,394,320
1715609519.7728791,339,394,320
1715609519.7728791,339,394,321
1715609519.7728791,339,394,321
1715609519.7766876,339,394,321
1715609519.7766876,339,394,321
1715609519.7766876,339,394,321
1715609519.7766876,339,394,321
1715609519.7815049,339,394,321
1715609519.7815049,339,394,320
1715609519.7815049,339,394,321
1715609519.7815049,339,394,321
1715609519.785636,340,395,322
1715609519.785636,340,394,322
1715609519.785636,339,394,322
1715609519.7898116,339,395,321
1715609519.7898116,339,394,320
1715609519.7898116,339,394,320
1715609519.7898116,339,394,321
1715609519.7932694,339,394,321
1715609519.7932694,339,394,320
1715609519.7940521,339,395,321
1715609519.7940521,339,394,321
1715609519.7973144,339,394,320
1715609519.7973144,340,394,321
1715609519.7973144,339,394,321
1715609519.8008213,339,393,321
1715609519.8018184,340,394,320
1715609519.8018184,340,393,321
1715609519.8018184,339,393,321
1715609519.8057885,339,393,321
1715609519.8057885,340,394,321
1715609519.8057885,339,393,321
1715609519.8057885,339,394,321
1715609519.8098207,339,394,322
1715609519.8098207,340,394,321
1715609519.8108141,339,394,321
1715609519.8108141,339,394,321
1715609519.8138125,339,395,321
1715609519.8138125,339,394,321
1715609519.8138125,339,394,321
1715609519.816845,339,394,321
1715609519.816845,339,393,321
1715609519.816845,340,394,321
1715609519.8183856,339,394,321
1715609519.821426,340,394,320
1715609519.821426,339,393,321
1715609519.8223941,339,394,321
1715609519.8223941,339,394,320
1715609519.8253968,339,394,320
1715609519.8253968,339,393,320
1715609519.826393,339,394,320
1715609519.829906,339,394,320
1715609519.829906,339,394,320
1715609519.829906,339,394,320
1715609519.829906,339,394,321
1715609519.8339071,340,394,321
1715609519.8339071,339,394,320
1715609519.8339071,340,394,320
1715609519.8339071,340,394,320
1715609519.8369076,340,394,320
1715609519.838413,339,394,321
1715609519.838413,340,394,321
1715609519.838413,340,394,321
1715609519.8424294,340,393,321
1715609519.8424294,340,393,321
1715609519.8424294,340,394,321
1715609519.8464255,340,393,321
1715609519.8464255,339,394,320
1715609519.8464255,340,394,321
1715609519.8464255,339,394,321
1715609519.850441,339,394,320
1715609519.850441,340,394,320
1715609519.850441,340,394,320
1715609519.850441,339,394,321
1715609519.8544478,339,394,320
1715609519.8544478,339,394,320
1715609519.8544478,339,394,320
1715609519.8584476,339,394,320
1715609519.8584476,339,394,321
1715609519.8584476,339,394,320
1715609519.8584476,339,394,321
1715609519.8625324,339,394,321
1715609519.8625324,339,393,320
1715609519.8625324,339,394,320
1715609519.8635318,340,394,321
1715609519.8665314,339,393,321
1715609519.8665314,340,393,321
1715609519.8665314,339,394,320
1715609519.8709526,339,394,320
1715609519.8709526,339,394,321
1715609519.8709526,339,394,320
1715609519.8709526,339,394,320
1715609519.8749528,339,394,320
1715609519.8749528,339,394,321
1715609519.8749528,340,394,321
1715609519.8749528,339,394,321
1715609519.8784583,339,394,320
1715609519.8794656,339,394,320
1715609519.8794656,340,394,321
1715609519.8794656,339,394,320
1715609519.8824656,339,394,320
1715609519.883465,339,394,320
1715609519.883465,339,393,320
1715609519.8874648,339,394,320
1715609519.8874648,339,394,321
1715609519.8874648,340,394,321
1715609519.8884645,339,394,321
1715609519.8909843,339,394,321
1715609519.8909843,339,394,321
1715609519.8919842,339,394,321
1715609519.8919842,340,394,321
1715609519.8949835,339,394,321
1715609519.8959832,339,394,321
1715609519.8959832,339,394,321
1715609519.8992782,339,394,321
1715609519.8992782,339,394,320
1715609519.8992782,339,393,320
1715609519.9002764,339,394,321
1715609519.9032776,340,394,320
1715609519.9032776,339,393,320
1715609519.904276,340,393,321
1715609519.904276,340,394,321
1715609519.9072766,339,394,320
1715609519.9072766,339,394,320
1715609519.908277,339,394,321
1715609519.911316,340,394,321
1715609519.911316,339,394,321
1715609519.9123151,339,394,320
1715609519.9123151,339,394,320
1715609519.9153154,339,394,320
1715609519.9163148,340,394,320
1715609519.9163148,339,394,321
1715609519.9163148,339,394,321
1715609519.9197361,339,394,320
1715609519.9197361,340,394,320
1715609519.9207342,340,394,321
1715609519.9207342,339,394,321
1715609519.9237344,340,394,321
1715609519.9237344,339,394,321
1715609519.9247348,339,394,321
1715609519.9282417,339,394,321
1715609519.9282417,339,394,321
1715609519.9282417,340,394,321
1715609519.9282417,339,394,321
1715609519.9322484,339,394,321
1715609519.9322484,340,394,321
1715609519.9322484,340,394,320
1715609519.9332495,339,394,321
1715609519.9362469,340,394,321
1715609519.9362469,339,394,321
1715609519.9362469,339,394,321
1715609519.9404652,339,394,321
1715609519.9404652,339,393,321
1715609519.9404652,339,393,320
1715609519.9404652,339,393,320
1715609519.9444644,340,394,321
1715609519.9444644,339,393,321
1715609519.9444644,339,394,321
1715609519.945466,340,394,321
1715609519.9484653,339,394,320
1715609519.9484653,339,393,320
1715609519.949541,339,394,320
1715609519.949541,339,394,320
1715609519.9525476,339,394,320
1715609519.9525476,339,394,320
1715609519.9535482,339,394,320
1715609519.956547,339,394,321
1715609519.956547,339,394,321
1715609519.956547,340,394,321
1715609519.9575477,339,394,321
1715609519.9610755,340,393,321
1715609519.9610755,339,393,320
1715609519.9610755,340,393,321
1715609519.9610755,340,394,321
1715609519.9650726,340,393,321
1715609519.9650726,339,394,321
1715609519.9650726,339,394,321
1715609519.969132,339,394,321
1715609519.969132,339,394,320
1715609519.969132,339,394,320
1715609519.969132,339,394,320
1715609519.9733577,339,394,320
1715609519.9733577,339,394,321
1715609519.9733577,339,395,320
1715609519.9740784,339,394,320
1715609519.976899,339,394,320
1715609519.976899,340,394,321
1715609519.976899,339,394,321
1715609519.9816132,339,394,321
1715609519.9816132,339,394,321
1715609519.9816132,339,394,321
1715609519.9816132,339,394,321
1715609519.985816,339,393,321
1715609519.985816,340,394,321
1715609519.985816,339,394,321
1715609519.985816,339,394,320
1715609519.9901545,339,394,321
1715609519.9902823,339,394,320
1715609519.9902823,339,394,321
1715609519.9902823,339,394,320
1715609519.9941635,340,394,320
1715609519.9941635,339,394,320
1715609519.9941635,339,394,320
1715609519.9982395,340,394,320
1715609519.9982395,339,393,321
1715609519.9982395,340,394,321
1715609519.9982395,339,393,321
1715609520.002435,339,393,321
1715609520.002435,339,393,320
1715609520.002435,339,394,320
1715609520.002435,340,393,320
1715609520.0063267,339,394,321
1715609520.0063267,339,394,322
1715609520.0063267,339,394,321
1715609520.0097303,339,394,321
1715609520.0097303,339,394,321
1715609520.0107648,339,394,321
1715609520.0117342,339,394,320
1715609520.013737,340,393,320
1715609520.014733,339,394,322
1715609520.014733,336,395,323
1715609520.014733,341,394,319
1715609520.0183096,343,392,320
1715609520.0183096,339,393,320
1715609520.0192523,338,394,321
1715609520.0222542,337,396,325
1715609520.0222542,337,394,323
1715609520.0222542,342,392,319
1715609520.0232556,342,391,317
1715609520.026254,339,393,319
1715609520.026254,338,396,325
1715609520.0272582,334,396,324
1715609520.0272582,337,394,323
1715609520.030795,344,393,319
1715609520.030795,343,391,314
1715609520.0317783,341,394,319
1715609520.0317783,336,396,324
1715609520.0347779,334,396,327
1715609520.0347779,337,394,324
1715609520.0347779,343,392,317
1715609520.038369,345,391,313
1715609520.0393121,341,394,318
1715609520.0393121,337,396,324
1715609520.0393121,333,396,329
1715609520.0423148,336,394,325
1715609520.0433135,342,391,318
1715609520.0433135,346,391,313
1715609520.0433135,343,394,318
1715609520.0473132,337,396,325
1715609520.0473132,332,397,330
1715609520.0473132,335,395,326
1715609520.050828,341,392,319
1715609520.050828,348,391,314
1715609520.050828,344,391,312
1715609520.050828,339,396,324
1715609520.0553563,332,397,329
1715609520.0553563,333,396,330
1715609520.0553563,339,393,321
1715609520.0553563,348,390,312
1715609520.0595121,347,390,310
1715609520.0595121,340,395,322
1715609520.0595121,332,397,329
1715609520.06051,331,396,332
1715609520.063509,338,394,321
1715609520.063509,347,390,312
1715609520.06451,348,390,310
1715609520.0675094,341,395,321
1715609520.0675094,332,397,330
1715609520.0675094,331,396,333
1715609520.0675094,337,393,322
1715609520.0717099,348,391,312
1715609520.0717099,348,390,310
1715609520.0717099,342,394,320
1715609520.072711,333,397,330
1715609520.075729,330,396,333
1715609520.075729,337,393,322
1715609520.0767083,346,390,312
1715609520.0792189,348,390,310
1715609520.0802205,342,394,319
1715609520.0802205,333,397,330
1715609520.0802205,330,396,333
1715609520.08323,337,393,323
1715609520.0842268,346,390,311
1715609520.0842268,349,390,310
1715609520.0842268,342,394,319
1715609520.088228,333,397,330
1715609520.0887341,330,396,333
1715609520.0887341,336,394,323
1715609520.092272,346,391,313
1715609520.092272,349,390,310
1715609520.092272,342,394,318
1715609520.092272,334,397,329
1715609520.0962555,329,397,333
1715609520.0962555,336,394,324
1715609520.0962555,346,391,312
1715609520.0962555,349,390,309
1715609520.1002805,342,394,318
1715609520.1002805,334,397,329
1715609520.1002805,330,397,333
1715609520.1002805,336,394,324
1715609520.1042917,346,390,313
1715609520.1042917,349,390,311
1715609520.105286,342,394,318
1715609520.1082876,334,397,329
1715609520.1082876,330,397,333
1715609520.1082876,336,394,324
1715609520.109349,345,391,312
1715609520.1123478,349,390,310
1715609520.1123478,342,394,317
1715609520.1123478,335,397,329
1715609520.1133492,330,397,333
1715609520.1163492,335,394,325
1715609520.1163492,345,391,312
1715609520.1173487,349,390,310
1715609520.1204119,342,394,317
1715609520.1204119,334,396,329
1715609520.121426,329,396,332
1715609520.121426,335,394,325
1715609520.1244116,345,391,313
1715609520.1244116,349,390,311
1715609520.1254125,342,393,317
1715609520.1254125,335,397,328
1715609520.1284091,330,397,332
1715609520.1294312,335,394,325
1715609520.1294312,344,391,313
1715609520.1324315,349,390,311
1715609520.133432,342,394,317
1715609520.133432,336,397,329
1715609520.133432,330,397,332
1715609520.1364338,335,394,326
1715609520.1374345,344,391,313
1715609520.1374345,349,390,311
1715609520.1374345,343,394,316
1715609520.1415112,335,396,328
1715609520.1415112,330,397,332
1715609520.1415112,336,395,326
1715609520.1415112,344,391,313
1715609520.144511,349,390,311
1715609520.144511,342,393,316
1715609520.1460183,335,396,328
1715609520.1495447,329,397,332
1715609520.1495447,335,395,326
1715609520.1495447,343,392,313
1715609520.1495447,349,391,311
1715609520.1535435,342,393,315
1715609520.1535435,335,396,327
1715609520.1535435,330,397,331
1715609520.154543,335,395,327
1715609520.1575425,343,391,314
1715609520.1575425,350,390,311
1715609520.1575425,343,393,315
1715609520.1610577,336,396,327
1715609520.1620595,330,397,332
1715609520.1620595,335,395,328
1715609520.1620595,343,391,314
1715609520.165058,350,390,311
1715609520.1660578,343,392,315
1715609520.1660578,337,396,327
1715609520.1660578,330,397,331
1715609520.1695738,335,396,328
1715609520.1695738,342,392,314
1715609520.1705716,350,390,311
1715609520.1735723,343,392,314
1715609520.1735723,337,396,327
1715609520.1745722,329,397,332
1715609520.1745722,334,395,328
1715609520.1775713,342,392,315
1715609520.1775713,349,390,312
1715609520.1785712,343,392,314
1715609520.1785712,338,396,327
1715609520.181631,329,397,332
1715609520.1826315,334,395,329
1715609520.1826315,342,392,315
1715609520.1826315,350,391,312
1715609520.1866298,344,392,314
1715609520.1866298,337,396,326
1715609520.1866298,329,397,331
1715609520.190163,333,395,328
1715609520.190163,341,392,315
1715609520.190163,349,391,311
1715609520.1911702,344,392,313
1715609520.194169,337,395,325
1715609520.194169,330,397,331
1715609520.1951697,334,396,329
1715609520.1951697,342,392,315
1715609520.1986773,349,391,312
1715609520.1986773,344,392,313
1715609520.1986773,338,395,325
1715609520.2026858,330,397,330
1715609520.2026858,333,395,329
1715609520.2026858,342,392,316
1715609520.2026858,349,391,312
1715609520.2066863,344,392,314
1715609520.2066863,338,396,326
1715609520.2066863,330,397,331
1715609520.2066863,333,396,329
1715609520.21072,341,392,316
1715609520.21072,349,391,312
1715609520.21072,344,392,312
1715609520.2117393,338,395,325
1715609520.214719,330,397,330
1715609520.214719,333,396,330
1715609520.2157192,341,392,316
1715609520.2192287,350,391,312
1715609520.2192287,345,392,312
1715609520.2192287,338,395,325
1715609520.2192287,331,397,330
1715609520.2232287,333,395,330
1715609520.2232287,341,392,316
1715609520.2232287,349,391,311
1715609520.2232287,345,391,312
1715609520.2272284,339,396,325
1715609520.2272284,330,397,330
1715609520.2272284,333,396,330
1715609520.2307441,340,393,317
1715609520.231781,349,391,312
1715609520.231781,345,391,312
1715609520.231781,338,395,324
1715609520.2358692,330,397,330
1715609520.2358692,333,396,330
1715609520.2358692,339,393,317
1715609520.2358692,349,390,312
1715609520.2395918,345,391,311
1715609520.2395918,338,395,324
1715609520.2395918,331,397,330
1715609520.2440758,332,396,331
1715609520.2440758,340,393,318
1715609520.2440758,349,390,312
1715609520.2440758,346,391,311
1715609520.2481499,339,395,323
